run_id,timestep,actions_0,actions_1,map,score,order_list,validator_err_0,validator_err_1,format_err_0,format_err_1,first_validator_msg_0,first_validator_msg_1,scene_raw_p0,scene_raw_p1,chef_holds,asst_holds,chef_queue_str,asst_queue_str,pot_line
415643ae675fc21e,0,wait(1),"pickup(egg, ingredient_dispenser)","X       X       X       P       X       

I               X       ↑0      X       

C       ↑1      X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,1,0,0,0,"There is no egg on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.

",,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 0: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [pickup(egg, counter)] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(egg, ingredient_dispenser)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action pickup(egg, counter) raised an error: There is no egg on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.


",,nothing,nothing,"pickup(egg, counter)","pickup(egg, ingredient_dispenser)",<pot0> is empty
415643ae675fc21e,1,wait(1),"pickup(egg, ingredient_dispenser)","X       X       X       P       X       

I       ↑1      X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,1,0,0,0,"There is no egg on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.

",,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 1: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [pickup(egg, counter)] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(egg, ingredient_dispenser);pickup(egg, ingredient_dispenser);place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action pickup(egg, counter) raised an error: There is no egg on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.


",,nothing,nothing,"pickup(egg, counter)","pickup(egg, ingredient_dispenser);pickup(egg, ingredient_dispenser);place_obj_on_counter()",<pot0> is empty
415643ae675fc21e,2,wait(1),"pickup(egg, ingredient_dispenser)","X       X       X       P       X       

I       ←1      X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 2: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [pickup(egg, ingredient_dispenser);pickup(egg, ingredient_dispenser);place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,nothing,,"pickup(egg, ingredient_dispenser);pickup(egg, ingredient_dispenser);place_obj_on_counter()",<pot0> is empty
415643ae675fc21e,3,wait(1),wait(1),"X       X       X       P       X       

I       ←1e     X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,1,0,0,,"There is object in assistant's hand, so can not pick other thing.

","Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 3: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds one egg. The planned sequence of actions (yet to be performed) for Assistant is [pickup(egg, ingredient_dispenser);place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
","Successful Action History: [{'timestamp': 3, 'action': 'pickup(egg, ingredient_dispenser)'}]
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 3: <Assistant> holds one egg. The planned sequence of actions (yet to be performed) for Assistant is [pickup(egg, ingredient_dispenser)] <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Assistant>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action pickup(egg, ingredient_dispenser) raised an error: There is object in assistant's hand, so can not pick other thing.


",nothing,one egg,,"pickup(egg, ingredient_dispenser);place_obj_on_counter()",<pot0> is empty
415643ae675fc21e,4,wait(1),place_obj_on_counter(),"X       X       X       P       X       

I       ←1e     X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,1,0,0,0,"There is no egg on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.

",,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 4: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [pickup(egg, counter)] <Assistant> holds one egg. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action pickup(egg, counter) raised an error: There is no egg on counter chef can visited.If assistant is already preparing ingredient for you,you should wait.


",,nothing,one egg,"pickup(egg, counter)",place_obj_on_counter(),<pot0> is empty
415643ae675fc21e,5,wait(1),place_obj_on_counter(),"X       X       X       P       X       

I       →1e     X       ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,"Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 5: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds one egg. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: counters have nothing.
",,nothing,one egg,,place_obj_on_counter(),<pot0> is empty
415643ae675fc21e,6,"pickup(egg, counter)",wait(1),"X       X       X       P       X       

I       →1      Xe      ↑0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,1,0,0,,"There is no object in assistant's hand, so can not place object on counter.
","Successful Action History: []
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 6: <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [] <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Chef>. Their states are as follows: 1 counters have egg which you can pick it up. 
","Successful Action History: [{'timestamp': 3, 'action': 'pickup(egg, ingredient_dispenser)'}, {'timestamp': 6, 'action': 'place_obj_on_counter()'}]
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 6: <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [place_obj_on_counter()] <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [pickup(egg, counter);put_obj_in_utensil(pot0);cook(pot0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Assistant>. Their states are as follows: 1 counters have egg which you can pick it up. 

Below are the failed and analysis history about your last chosed action,you can use the information to reach correct action alone AND DO NOT COMMUNICATE WITH YOUR TEAMMATE :
Your action place_obj_on_counter() raised an error: There is no object in assistant's hand, so can not place object on counter.

",nothing,nothing,,place_obj_on_counter(),<pot0> is empty
415643ae675fc21e,7,"pickup(egg, counter)",wait(1),"X       X       X       P       X       

I       →1      Xe      ←0      X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,,"Successful Action History: [{'timestamp': 3, 'action': 'pickup(egg, ingredient_dispenser)'}, {'timestamp': 6, 'action': 'place_obj_on_counter()'}]
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 7: <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [] <Chef> holds nothing. The planned sequence of actions (yet to be performed) for Chef is [pickup(egg, counter);put_obj_in_utensil(pot0);cook(pot0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Assistant>. Their states are as follows: 1 counters have egg which you can pick it up. 
",nothing,nothing,"pickup(egg, counter);put_obj_in_utensil(pot0);cook(pot0)",,<pot0> is empty
415643ae675fc21e,8,put_obj_in_utensil(pot0),wait(1),"X       X       X       P       X       

I       →1      X       ←0e     X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,,"Successful Action History: [{'timestamp': 3, 'action': 'pickup(egg, ingredient_dispenser)'}, {'timestamp': 6, 'action': 'place_obj_on_counter()'}]
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 8: <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [] <Chef> holds one egg. The planned sequence of actions (yet to be performed) for Chef is [put_obj_in_utensil(pot0);cook(pot0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Assistant>. Their states are as follows: counters have nothing.
",one egg,nothing,put_obj_in_utensil(pot0);cook(pot0),,<pot0> is empty
415643ae675fc21e,9,put_obj_in_utensil(pot0),wait(1),"X       X       X       P       X       

I       →1      X       ↑0e     X       

C               X               X       

D               X               O       

X       B       X       S       X       

",0,boiled_egg,0,0,0,0,,,,"Successful Action History: [{'timestamp': 3, 'action': 'pickup(egg, ingredient_dispenser)'}, {'timestamp': 6, 'action': 'place_obj_on_counter()'}]
Lessons from Past Failures
[]
Chef space:pot0  oven0  counter 
Assistant space:chopping_board0  blender0  dish_dispenser  ingredient_dispenser
Order:boiled_egg
Scene 9: <Assistant> holds nothing. The planned sequence of actions (yet to be performed) for Assistant is [] <Chef> holds one egg. The planned sequence of actions (yet to be performed) for Chef is [put_obj_in_utensil(pot0);cook(pot0)] Kitchen states: <pot0> is empty; <chopping_board0> is empty; <oven0> is empty; <blender0> is empty; 3 counters can be visited by <Assistant>. Their states are as follows: counters have nothing.
",one egg,nothing,put_obj_in_utensil(pot0);cook(pot0),,<pot0> is empty
